"Tipo de producto","Marca","Nombre de Fantasía","Denominación de venta","RNPA"
"Conservas de hortalizas, verduras y legumbres","Bonmar","No registra","Tomate triturado - Libre de gluten","13043654"
"Conservas de hortalizas, verduras y legumbres","Bon-Mar","No registra","Puré de tomate - Libre de gluten","12006491"
"Conservas de hortalizas, verduras y legumbres","Calidad Es Primer Precio","No registra","Arvejas secas remojadas libre de gluten","03003617-4"
"Conservas de hortalizas, verduras y legumbres","Calidad Es Primer Precio","Extracto doble de tomates","Concentrado doble de tomates - Libre de gluten","13043531"
"Conservas de hortalizas, verduras y legumbres","Calidad Es Primer Precio","Tomates cubeteados con jugo de tomate","Tomate pelado cubeteado con agregado de jugo de tomates - Libre de gluten","13036549"
"Conservas de hortalizas, verduras y legumbres","Calidad Es Primer Precio","Tomates peritas enteros","Tomates pelados peritas enteros comunes - Libre de gluten","13036542"
"Conservas de hortalizas, verduras y legumbres","Canale","Cubeteado con albahaca","Tomate pelado cubeteado con agregado de jugo de tomates y albahaca - Libre de gluten","13034332"
"Conservas de hortalizas, verduras y legumbres","Canale","Cubeteado con orégano","Salsa a base de tomate pelado cubeteado con agregado de jugo de tomate y orégano - Libre de gluten","13040917"
"Conservas de hortalizas, verduras y legumbres","Canale","Cubeteado con puré","Tomate pelado cubeteado con agregado de puré de tomates - Libre de gluten","13022926"
"Conservas de hortalizas, verduras y legumbres","Canale","Extracto triple","Extracto triple de tomates - Libre de gluten","13017460"
"Conservas de hortalizas, verduras y legumbres","Canale","Perita clásico","Tomates pelados peritas enteros comunes - Libre de gluten","13014554"
"Conservas de hortalizas, verduras y legumbres","Canale","Perita clásico","Tomates pelados peritas enteros comunes - Libre de gluten","13035280"
"Conservas de hortalizas, verduras y legumbres","Canale","Peritas con albahaca","Tomates pelados peritas enteros comunes con albahaca - Libre de gluten","13034333"
"Conservas de hortalizas, verduras y legumbres","Canale","Pimientos morrones en trozos","Pimientos morrones en trozos comunes - Libre de gluten","13014551"
"Conservas de hortalizas, verduras y legumbres","Canale","Tomates cubeteados","Tomate pelado perita cubeteado con agregado de jugo de tomates - Libre de gluten","13028901"
"Conservas de hortalizas, verduras y legumbres","Canale","No registra","Conserva de garbanzos secos remojados libre de gluten","03003589-5"
"Conservas de hortalizas, verduras y legumbres","Canale","No registra","Pulpa tomates libre de gluten","03001197-0"
"Conservas de hortalizas, verduras y legumbres","Canale","No registra","Puré de tomate libre de gluten","03001198-8"
"Conservas de hortalizas, verduras y legumbres","Canale","No registra","Arvejas secas remojadas libre de gluten","03001330-1"
"Conservas de hortalizas, verduras y legumbres","Canale","No registra","Conservas de garbanzos secos remojados libre de gluten","03001331-0"
"Conservas de hortalizas, verduras y legumbres","Canale","No registra","Conservas de porotos secos remojados libre de gluten","03001332-8"
"Conservas de hortalizas, verduras y legumbres","Canale","No registra","Jardinera de hortalizas y legumbres libre de gluten","03002044-8"
"Conservas de hortalizas, verduras y legumbres","Canale","No registra","Conserva de porotos secos remojados libre de gluten","03003587-9"
"Conservas de hortalizas, verduras y legumbres","Canale","No registra","Jardinera de hortalizas y legumbres libre de gluten","03003588-7"
"Conservas de hortalizas, verduras y legumbres","Canale","No registra","Arvejas secas remojadas libre de gluten","03003590-9"
"Conservas de hortalizas, verduras y legumbres","Canale","No registra","Granos de choclo amarillos enteros libre de gluten","03003616-6"
"Conservas de hortalizas, verduras y legumbres","Canale","No registra","Remolacha en cubos libre de gluten","03003638-7"
"Conservas de hortalizas, verduras y legumbres","Canale","No registra","Batatas en cubos libre de gluten","03003639-5"
"Conservas de hortalizas, verduras y legumbres","Canale","No registra","Arvejas verdes medianas libre de gluten","03003654-9"
"Conservas de hortalizas, verduras y legumbres","Canale","No registra","Arvejas verdes medianas y granos de choclo amarillo entero libre de gluten","03003655-7"
"Conservas de hortalizas, verduras y legumbres","Canale","No registra","Jardinera de hortalizas y legumbres con granos de choclo amarillos enteros libre de gluten","03003656-5"
"Conservas de hortalizas, verduras y legumbres","Carrefour","No registra","Arvejas secas remojadas - Libre de gluten","12006595"
"Conservas de hortalizas, verduras y legumbres","Carrefour","No registra","Tomate triturado - Libre de gluten","13037395"
"Conservas de hortalizas, verduras y legumbres","Carrefour","Tomate perita cubeteado","Tomates pelados peritas cubeteados comunes con agregado de jugo de tomates - Libre de gluten","13036598"
"Conservas de hortalizas, verduras y legumbres","Carrefour","Tomates peritas pelados","Tomates pelados peritas enteros comunes - Libre de gluten","13036590"
"Conservas de hortalizas, verduras y legumbres","Carrefour","No registra","Puré de tomate libre de gluten","12006596"
"Conservas de hortalizas, verduras y legumbres","Castell","No registra","Aceitunas verdes descarozadas en salmuera, variedad manzanilla, libre de gluten","02-501150"
"Conservas de hortalizas, verduras y legumbres","Castell","No registra","Aceitunas verdes rellenas con pasta de morrón en salmuera variedad manzanilla, libre de gluten","02-508938"
"Conservas de hortalizas, verduras y legumbres","Castell","No registra","Cebollitas en vinagre de alcohol libre de gluten","02-573643"
"Conservas de hortalizas, verduras y legumbres","Castell","No registra","Aceitunas verdes en salmuera, variedad arauco, calidad II, grupo D, libre de gluten","02-578033"
"Conservas de hortalizas, verduras y legumbres","Castell","No registra","Aceitunas negras en salmuera, calidad II, grupo D, libre de gluten","02-578035"
"Conservas de hortalizas, verduras y legumbres","Centinela","No registra","Tomates pelados peritas enteros comunes - Libre de gluten","13039186"
"Conservas de hortalizas, verduras y legumbres","Centinela","No registra","Puré de tomates - Libre de gluten","13042742"
"Conservas de hortalizas, verduras y legumbres","Coinco","Extracto doble de tomates","Concentrado doble de tomates - Libre de gluten","13029174"
"Conservas de hortalizas, verduras y legumbres","Coinco","Puré de tomates","Puré de tomates - Libre de gluten","13037516"
"Conservas de hortalizas, verduras y legumbres","Coinco","Tomate perita","Tomates pelados peritas enteros comunes - Libre de gluten","13026824"
"Conservas de hortalizas, verduras y legumbres","Coinco","Tomate perita","Tomates pelados peritas enteros comunes - Libre de gluten","13037518"
"Conservas de hortalizas, verduras y legumbres","Coinco","Tomate perita","Tomates pelados peritas enteros comunes - Libre de gluten","13043424"
"Conservas de hortalizas, verduras y legumbres","Coinco","Tomate triturado","Tomate triturado - Libre de gluten","13043243"
"Conservas de hortalizas, verduras y legumbres","Coinco","No registra","Arvejas secas remojadas libre de gluten","03001745-5"
"Conservas de hortalizas, verduras y legumbres","Complacer","No registra","Tomate triturado - Libre de gluten","13017297"
"Conservas de hortalizas, verduras y legumbres","Complacer","No registra","Corazones de alcaucil en conserva - Libre de gluten","13017298"
"Conservas de hortalizas, verduras y legumbres","Complacer","No registra","Pimientos morrones enteros comunes - Libre de gluten","13018098"
"Conservas de hortalizas, verduras y legumbres","Complacer","No registra","Ajíes dulces en vinagre de alcohol - Libre de gluten","13018840"
"Conservas de hortalizas, verduras y legumbres","Complacer","No registra","Puré de tomates - Libre de gluten","13019831"
"Conservas de hortalizas, verduras y legumbres","Complacer","No registra","Tomates pelados con pimiento y cebolla - Libre de gluten","13019834"
"Conservas de hortalizas, verduras y legumbres","Complacer","No registra","Berenjenas escabechadas - Libre de gluten","13029988"
"Conservas de hortalizas, verduras y legumbres","Complacer","No registra","Hortalizas escabechadas - Libre de gluten","13031641"
"Conservas de hortalizas, verduras y legumbres","Complacer","No registra","Aceitunas negras tipo griego condimentadas - Libre de gluten","13037242"
"Conservas de hortalizas, verduras y legumbres","Complacer","No registra","Chucrut - Libre de gluten","13038041"
"Conservas de hortalizas, verduras y legumbres","Com-Pro","Pimientos morrones enteros","Pimientos morrones enteros comunes - Libre de gluten","13042482"
"Conservas de hortalizas, verduras y legumbres","Cooperativa","No registra","Tomates pelados peritas enteros comunes - Libre de gluten","13040430"
"Conservas de hortalizas, verduras y legumbres","Copa de Oro","Extracto doble de tomates","Concentrado doble de tomates - Libre de gluten","13044278"
"Conservas de hortalizas, verduras y legumbres","Copa de Oro","Extracto simple de tomates","Concentrado simple de tomates - Libre de gluten","13044277"
"Conservas de hortalizas, verduras y legumbres","Copa de Oro","Extracto triple de tomates","Concentrado triple de tomates - Libre de gluten","13044293"
"Conservas de hortalizas, verduras y legumbres","Copa de Oro","No registra","Arvejas secas remojadas - Libre de gluten","13044262"
"Conservas de hortalizas, verduras y legumbres","Copa de Oro","No registra","Jardinera de hortalizas y legumbres (zanahorias, papas y arvejas secas remojadas) - Libre de gluten","13044263"
"Conservas de hortalizas, verduras y legumbres","Copa de Oro","No registra","Granos de choclo amarillo enteros - Libre de gluten","13044265"
"Conservas de hortalizas, verduras y legumbres","Copa de Oro","No registra","Conserva de porotos secos remojados - Libre de gluten","13044266"
"Conservas de hortalizas, verduras y legumbres","Copa de Oro","No registra","Conserva de lentejas secas remojadas - Libre de gluten","13044267"
"Conservas de hortalizas, verduras y legumbres","Copa de Oro","No registra","Pulpa de tomate - Libre de gluten","13044294"
"Conservas de hortalizas, verduras y legumbres","Copa de Oro","No registra","Puré de tomates - Libre de gluten","13044376"
"Conservas de hortalizas, verduras y legumbres","Copa de Oro","No registra","Tomates pelados peritas enteros comunes - Libre de gluten","13044429"
"Conservas de hortalizas, verduras y legumbres","Copa de Oro","No registra","Conserva de garbanzos secos remojados - Libre de gluten","13044264"
"Conservas de hortalizas, verduras y legumbres","Corper","No registra","Puré de tomates - Libre de gluten","13031691"
"Conservas de hortalizas, verduras y legumbres","Corper","No registra","Tomates pelados peritas enteros comunes - Libre de gluten","13031702"
"Conservas de hortalizas, verduras y legumbres","Corper","No registra","Tomate triturado - Libre de gluten","13031709"
"Conservas de hortalizas, verduras y legumbres","Corun","No registra","Puré de tomates - Libre de gluten","13031693"
"Conservas de hortalizas, verduras y legumbres","Corun","No registra","Tomates pelados peritas enteros comunes - Libre de gluten","13031701"
"Conservas de hortalizas, verduras y legumbres","Corun","No registra","Tomate triturado - Libre de gluten","13031705"
"Conservas de hortalizas, verduras y legumbres","Coto","No registra","Arvejas secas remojadas-libres de gluten","12006605"
"Conservas de hortalizas, verduras y legumbres","Coto","No registra","Porotos secos remojados - Libre de gluten","12006606"
"Conservas de hortalizas, verduras y legumbres","Coto","No registra","Lentejas secas remojadas - Libre de gluten","12006607"
"Conservas de hortalizas, verduras y legumbres","Coto","No registra","Garbanzo secos remojados - Libre de gluten","12006608"
"Conservas de hortalizas, verduras y legumbres","Criterium","No registra","Puré de tomates - Libre de gluten","13031694"
"Conservas de hortalizas, verduras y legumbres","Criterium","No registra","Tomates pelados peritas enteros comunes - Libre de gluten","13031700"
"Conservas de hortalizas, verduras y legumbres","Criterium","No registra","Tomate triturado - Libre de gluten","13031707"
"Conservas de hortalizas, verduras y legumbres","Cumaná","No registra","Puré de tomates - Libre de gluten","13042406"
"Conservas de hortalizas, verduras y legumbres","Cumaná","No registra","Tomate triturado - Libre de gluten","13042740"
"Conservas de hortalizas, verduras y legumbres","Cumaná","No registra","Tomates pelados peritas enteros comunes - Libre de gluten","13042741"
"Conservas de hortalizas, verduras y legumbres","Día %","No registra","Puré de tomates - Libre de gluten","13042654"
"Conservas de hortalizas, verduras y legumbres","Día %","No registra","Extracto doble de tomates - Libre de gluten","13042678"
"Conservas de hortalizas, verduras y legumbres","Día %","Tomates pelados peritas enteros comunes","Tomates pelados peritas enteros comunes - Libre de gluten","13035387"
"Conservas de hortalizas, verduras y legumbres","Día %","No registra","Puré de tomates libre de gluten","03001752-8"
"Conservas de hortalizas, verduras y legumbres","Día %","No registra","Tomates pelados peritas enteros comunes libre de gluten","03003578-0"
